season,date,team1,team2,points1,points2,ot,loc,locn,text,division
1964,1964x12x12,Montana St.,Sacramento St.,29,7,,3,Sacramento,Camelia Bowl (West RF),
1964,1964x12x12,East Carolina,Massachusetts,14,13,,3,Orlando,Tangerine Bowl (East RF),
1964,1964x12x12,Northern Iowa,Lamar,19,17,,3,Abilene TX,Pecan Bowl (Midwest RF),
1964,1964x12x12,Middle Tenn.,Muskingum,20,0,,3,Murfeesboro,Grantland Rice Bowl (Mideast RF),
1965,1965x12x11,CS Los Angeles,UCSB,18,10,,3,Sacramento,Camelia Bowl (West RF),
1965,1965x12x11,East Carolina,Maine,31,0,,3,Orlando,Tangerine Bowl (East RF),
1965,1965x12x11,North Dakota St.,Grambling,20,7,,3,Abilene TX,Pecan Bowl (Midwest RF),
1965,1965x12x11,Tennessee St.,Ball State,14,14,,3,Murfeesboro,Grantland Rice Bowl (Mideast RF),
1966,1966x12x10,San Diego St.,Montana St.,28,7,,3,Sacramento,Camelia Bowl (West RF),
1966,1966x12x10,Morgan St.,West Chester,14,6,,3,Orlando,Tangerine Bowl (East RF),
1966,1966x12x10,North Dakota,Parsons,42,24,,3,Abilene TX,Pecan Bowl (Midwest RF),
1966,1966x12x10,Tennessee St.,Muskingum,34,7,,3,Murfeesboro,Grantland Rice Bowl (Mideast RF),
1967,1967x12x09,San Diego St.,San Francisco St.,34,6,,3,Sacramento,Camelia Bowl (West RF),
1967,1967x12x16,UT Martin,West Chester,25,8,,3,Orlando,Tangerine Bowl (East RF),
1967,1967x12x16,UT Arlington,North Dakota St.,13,0,,3,Abilene TX,Pecan Bowl (Midwest RF),
1967,1967x12x16,Eastern Ky.,Ball State,27,13,,3,Murfeesboro,Grantland Rice Bowl (Mideast RF),
1968,1968x12x14,Humboldt St.,Fresno St.,29,14,,3,Sacramento,Camelia Bowl (West RF),
1968,1968x12x14,Delaware,Indiana (PA),31,24,,3,Atlantic City,Boardwalk Bowl (East RF),
1968,1968x12x14,North Dakota St.,Arkansas St.,23,14,,3,Arlington,Pecan Bowl (Midwest RF),
1968,1968x12x14,Louisiana Tech,Akron,33,13,,3,Murfeesboro,Grantland Rice Bowl (Mideast RF),
1969,1969x11x29,Wittenberg,William Jewell,27,21,,3,Springfield OH,Stagg Bowl (West RF),
1969,1969x11x29,Randolph-Macon,Bridgeport,47,28,,3,Bridgeport CT,Knute Rockne Bowl (East RF),
1969,1969x12x13,North Dakota St.,Montana,30,3,,3,Sacramento,Camelia Bowl (West RF),
1969,1969x12x13,Delaware,NC Central,31,13,,3,Atlantic City,Boardwalk Bowl (East RF),
1969,1969x12x13,Arkansas St.,Drake,29,21,,3,Arlington,Pecan Bowl (Midwest RF),
1969,1969x12x13,ETSU,Louisiana Tech,34,14,,3,Baton Rouge,Grantland Rice Bowl (Mideast RF),
1970,1970x11x28,Capital,Luther,34,21,,3,Columbus OH,Stagg Bowl (West RF),
1970,1970x11x28,Montclair St.,Hampden-Sydney,7,6,,3,Atlantic City,Knute Rockne Bowl (East RF),
1970,1970x12x12,North Dakota St.,Montana,31,16,,3,Sacramento,Camelia Bowl (West RF),
1970,1970x12x12,Delaware,Morgan St.,38,23,,3,Atlantic City,Boardwalk Bowl (East RF),
1970,1970x12x12,Arkansas St.,Central Mo.,38,21,,3,Arlington,Pecan Bowl (Midwest RF),
1970,1970x12x12,Tennessee St.,Louisiana,26,25,,3,Baton Rouge,Grantland Rice Bowl (Mideast RF),
1971,1971x11x26,Samford,Ohio Wesleyan,20,10,,3,Phenix City AL,Stagg Bowl (West RF),
1971,1971x11x26,Bridgeport,Hampden-Sydney,17,12,,3,Atlantic City,Knute Rockne Bowl (East RF),
1971,1971x12x11,Boise St.,Chico St.,32,28,,3,Sacramento,Camelia Bowl (West RF),
1971,1971x12x11,Delaware,CW Post,72,22,,3,Atlantic City,Boardwalk Bowl (East RF),
1971,1971x12x11,Louisiana Tech,Eastern Mich.,14,3,,3,Wichita Falls,Pioneer Bowl (Midwest RF),
1971,1971x12x11,Tennessee St.,McNeese,26,23,,3,Baton Rouge,Grantland Rice Bowl (Mideast RF),
1972,1972x11x24,Heidelberg,Fort Valley St.,28,16,,3,Phenix City AL,Stagg Bowl (West RF),
1972,1972x11x24,Bridgeport,Slippery Rock,27,22,,3,Atlantic City,Knute Rockne Bowl (East RF),
1972,1972x12x09,North Dakota,Cal Poly,38,21,,3,Sacramento,Camelia Bowl (West RF),
1972,1972x12x09,Massachusetts,UC Davis,35,14,,3,Atlantic City,Boardwalk Bowl (East RF),
1972,1972x12x09,Tennessee St.,Drake,29,7,,3,Wichita Falls,Pioneer Bowl (Midwest RF),
1972,1972x12x09,Louisiana Tech,Tennessee Tech,35,0,,3,Baton Rouge,Grantland Rice Bowl (Mideast RF),
1973,1973x12x01,Grambling,Delaware,17,8,,3,Atlantic City Boardwalk Bowl,D2 QF,D2
1973,1973x12x01,Western Ky.,Lehigh,25,16,,1,,D2 QF,D2
1973,1973x12x01,Louisiana Tech,Western Ill.,18,13,,1,,D2 QF,D2
1973,1973x12x01,Boise St.,South Dakota,53,10,,1,,D2 QF,D2
1973,1973x12x08,Western Ky.,Grambling,28,20,,3,Baton Rouge Grantland Rice Bowl,D2 Semi,D2
1973,1973x12x08,Louisiana Tech,Boise St.,38,34,,3,Wichita Falls Pioneer Bowl,D2 Semi,D2
1973,1973x12x15,Louisiana Tech,Western Ky.,34,0,,3,Sacramento Camellia Bowl,D2 Champ,D2
1973,1973x12x01,Juniata,Bridgeport,35,14,,99,,D3 Semi,D3
1973,1973x12x01,Wittenberg,San Diego,21,14,,99,,D3 Semi,D3
1973,1973x12x08,Wittenberg,Juniata,41,0,,3,Phenix City AL,D3 Champ,D3
1974,1974x11x30,Central Mich.,Boise St.,20,6,,1,,D2 QF,D2
1974,1974x11x30,Louisiana Tech,Western Caro.,10,7,,1,,D2 QF,D2
1974,1974x11x30,UNLV,Alcorn St.,35,22,,1,,D2 QF,D2
1974,1974x11x30,Delaware,Youngstown St.,35,14,,1,,D2 QF,D2
1974,1974x12x07,Central Mich.,Louisiana Tech,35,14,,3,Wichita Falls Pioneer Bowl,D2 Semi,D2
1974,1974x12x07,Delaware,UNLV,49,11,,3,Baton Rouge Grantland Rice Bowl,D2 Semi,D2
1974,1974x12x14,Central Mich.,Delaware,54,14,,3,Sacramento Camellia Bowl,D2 Champ,D2
1974,1974x11x30,Central (IA),Evansville,17,16,,99,,D3 Semi,D3
1974,1974x11x30,Ithaca,Slippery Rock,27,14,,99,,D3 Semi,D3
1974,1974x12x07,Central (IA),Ithaca,10,8,,3,Phenix City AL,D3 Champ,D3
1975,1975x11x29,Northern Mich.,Boise St.,24,21,,2,,D2 QF,D2
1975,1975x11x29,West Alabama,North Dakota,34,14,,2,,D2 QF,D2
1975,1975x11x29,Western Ky.,Northern Iowa,14,12,,2,,D2 QF,D2
1975,1975x11x29,New Hampshire,Lehigh,35,21,,2,,D2 QF,D2
1975,1975x12x06,Northern Mich.,West Alabama,28,26,,3,Wichita Falls Pioneer Bowl,D2 Semi,D2
1975,1975x12x06,Western Ky.,New Hampshire,14,3,,3,Baton Rouge Grantland Rice Bowl,D2 Semi,D2
1975,1975x12x13,Northern Mich.,Western Ky.,16,14,,3,Sacramento Camellia Bowl,D2 Champ,D2
1975,1975x11x22,Widener,Albright,14,6,,99,,D3 QF,D3
1975,1975x11x22,Ithaca,Fort Valley St.,41,12,,99,,D3 QF,D3
1975,1975x11x22,Wittenberg,Indianapolis,17,13,,99,,D3 QF,D3
1975,1975x11x22,Millsaps,Colorado Col.,28,21,,99,,D3 QF,D3
1975,1975x11x29,Ithaca,Widener,23,14,,99,,D3 Semi,D3
1975,1975x11x29,Wittenberg,Millsaps,55,22,,99,,D3 Semi,D3
1975,1975x12x06,Wittenberg,Ithaca,28,0,,3,Phenix City AL,D3 Champ,D3
1976,1976x11x27,Akron,UNLV,26,6,,1,,D2 QF,D2
1976,1976x11x27,Northern Mich.,Delaware,28,17,,2,,D2 QF,D2
1976,1976x11x27,North Dakota St.,Eastern Ky.,10,7,,2,,D2 QF,D2
1976,1976x11x27,Montana St.,New Hampshire,17,16,,1,,D2 QF,D2
1976,1976x12x04,Akron,Northern Mich.,29,26,,1,,D2 Semi,D2
1976,1976x12x04,Montana St.,North Dakota St.,10,3,,2,,D2 Semi,D2
1976,1976x12x11,Montana St.,Akron,24,13,,3,Wichita Falls Pioneer Bowl,D2 Champ,D2
1976,1976x11x20,St. John's (MN),Augustana (IL),46,7,,99,,D3 QF,D3
1976,1976x11x20,Buena Vista,Carroll (WI),20,14,OT,99,,D3 QF,D3
1976,1976x11x20,St. Lawrence,Albright,26,7,,99,,D3 QF,D3
1976,1976x11x20,Towson,CW Post,14,10,,99,,D3 QF,D3
1976,1976x11x27,St. John's (MN),Buena Vista,61,0,,99,,D3 Semi,D3
1976,1976x11x27,Towson,St. Lawrence,38,36,,99,,D3 Semi,D3
1976,1976x12x04,St. John's (MN),Towson,31,28,,3,Phenix City AL,D3 Champ,D3
1977,1977x11x26,UC Davis,Bethune Cookman,34,16,,1,,D2 QF,D2
1977,1977x11x26,Lehigh,Massachusetts,30,23,,1,,D2 QF,D2
1977,1977x11x26,North Dakota St.,Northern Mich.,20,6,,1,,D2 QF,D2
1977,1977x11x26,Jacksonville St.,Northern Ariz.,35,0,,2,,D2 QF,D2
1977,1977x12x03,Lehigh,UC Davis,39,30,,2,,D2 Semi,D2
1977,1977x12x03,Jacksonville St.,North Dakota St.,31,7,,1,,D2 Semi,D2
1977,1977x12x10,Lehigh,Jacksonville St.,33,0,,3,Wichita Falls Pioneer Bowl,D2 Champ,D2
1977,1977x11x19,Minn. Morris,Albion,13,10,,99,,D3 QF,D3
1977,1977x11x19,Wabash,St. John's (MN),20,9,,99,,D3 QF,D3
1977,1977x11x19,Widener,Central (IA),19,0,,99,,D3 QF,D3
1977,1977x11x19,Albany,Hampden-Sydney,51,45,,99,,D3 QF,D3
1977,1977x11x26,Wabash,Minn. Morris,37,21,,99,,D3 Semi,D3
1977,1977x11x26,Widener,Albany,33,15,,99,,D3 Semi,D3
1977,1977x12x03,Widener,Wabash,39,36,,3,Phenix City AL,D3 Champ,D3
1978,1978x11x25,Winston Salem,Cal Poly,17,0,,1,,D2 QF,D2
1978,1978x11x25,Delaware,Jacksonville St.,42,27,,1,,D2 QF,D2
1978,1978x11x25,Youngstown St.,Omaha,21,14,,1,,D2 QF,D2
1978,1978x11x25,Eastern Ill.,UC Davis,35,31,,2,,D2 QF,D2
1978,1978x12x02,Delaware,Winston Salem,41,0,,1,,D2 Semi,D2
1978,1978x12x02,Eastern Ill.,Youngstown St.,26,22,,1,,D2 Semi,D2
1978,1978x12x09,Eastern Ill.,Delaware,10,9,,3,Longview TX,D2 Champ,D2
1978,1978x11x18,Minn. Morris,St. Olaf,23,10,,99,,D3 QF,D3
1978,1978x11x18,Wittenberg,Ithaca,6,3,,99,,D3 QF,D3
1978,1978x11x18,Carnegie Mellon,Dayton,24,21,,99,,D3 QF,D3
1978,1978x11x18,Baldwin-Wallace,St. Lawrence,71,7,,99,,D3 QF,D3
1978,1978x11x25,Wittenberg,Minn. Morris,35,14,,99,,D3 Semi,D3
1978,1978x11x25,Baldwin-Wallace,Carnegie Mellon,31,6,,99,,D3 Semi,D3
1978,1978x12x02,Baldwin-Wallace,Wittenberg,24,10,,3,Phenix City AL,D3 Champ,D3
1978,1978x12x09,Florida A&M,Jackson St.,15,10,,2,,FCS Semi,FCS
1978,1978x12x09,Massachusetts,Nevada,44,21,,2,,FCS Semi,FCS
1978,1978x12x17,Florida A&M,Massachusetts,35,28,,3,Wichita Falls,FCS Champ,FCS
1979,1979x11x24,Delaware,Virginia Union,58,28,,1,,D2 QF,D2
1979,1979x11x24,Mississippi Col.,North Dakota,35,15,,1,,D2 QF,D2
1979,1979x11x24,Youngstown St.,South Dakota St.,50,7,,1,,D2 QF,D2
1979,1979x11x24,Alabama A&M,Morgan St.,27,7,,1,,D2 QF,D2
1979,1979x12x01,Delaware,Mississippi Col.,60,10,,1,,D2 Semi,D2
1979,1979x12x01,Youngstown St.,Alabama A&M,52,0,,1,,D2 Semi,D2
1979,1979x12x08,Delaware,Youngstown St.,38,21,,3,Albuquerque,D2 Champ,D2
1979,1979x11x17,Wittenberg,Millersville,21,14,,99,,D3 QF,D3
1979,1979x11x17,Widener,Baldwin-Wallace,29,8,,99,,D3 QF,D3
1979,1979x11x17,Carnegie Mellon,Minn. Morris,31,25,,99,,D3 QF,D3
1979,1979x11x17,Ithaca,Dubuque,27,7,,99,,D3 QF,D3
1979,1979x11x24,Wittenberg,Widener,17,14,,99,,D3 Semi,D3
1979,1979x11x24,Ithaca,Carnegie Mellon,15,6,,99,,D3 Semi,D3
1979,1979x12x01,Ithaca,Wittenberg,14,10,,3,Phenix City AL,D3 Champ,D3
1979,1979x12x08,Lehigh,Murray St.,28,9,,2,,FCS Semi,FCS
1979,1979x12x08,Eastern Ky.,Nevada,33,30,2OT,1,,FCS Semi,FCS
1979,1979x12x15,Eastern Ky.,Lehigh,30,7,,3,Orlando,FCS Champ,FCS
1980,1980x11x29,Eastern Ill.,Northern Colo.,21,14,,1,,D2 QF,D2
1980,1980x11x29,North Alabama,Virginia Union,17,8,,1,,D2 QF,D2
1980,1980x11x29,Santa Clara,Northern Mich.,27,26,,1,,D2 QF,D2
1980,1980x11x29,Cal Poly,Jacksonville St.,15,0,,1,,D2 QF,D2
1980,1980x12x06,Eastern Ill.,North Alabama,56,31,,2,,D2 Semi,D2
1980,1980x12x06,Cal Poly,Santa Clara,38,14,,1,,D2 Semi,D2
1980,1980x12x13,Cal Poly,Eastern Ill.,21,13,,3,Albuquerque,D2 Champ,D2
1980,1980x11x22,Ithaca,Wagner,41,13,,99,,D3 QF,D3
1980,1980x11x22,Minn. Morris,Dubuque,41,35,,99,,D3 QF,D3
1980,1980x11x22,Dayton,Baldwin-Wallace,34,0,,99,,D3 QF,D3
1980,1980x11x22,Widener,Bethany (WV),43,12,,99,,D3 QF,D3
1980,1980x11x29,Ithaca,Minn. Morris,36,0,,99,,D3 Semi,D3
1980,1980x11x29,Dayton,Widener,28,24,,99,,D3 Semi,D3
1980,1980x12x06,Dayton,Ithaca,63,0,,3,Phenix City AL,D3 Champ,D3
1980,1980x12x13,Eastern Ky.,Lehigh,23,20,,2,,FCS Semi,FCS
1980,1980x12x13,Boise St.,Grambling,14,9,,1,,FCS Semi,FCS
1980,1980x12x20,Boise St.,Eastern Ky.,31,29,,3,Sacramento,FCS Champ,FCS
1981,1981x11x28,Northern Mich.,Elizabeth City St.,55,6,,1,,D2 QF,D2
1981,1981x11x28,Texas St.,Jacksonville St.,38,22,,1,,D2 QF,D2
1981,1981x11x28,North Dakota St.,Puget Sound,24,10,,2,,D2 QF,D2
1981,1981x11x28,Shippensburg,Virginia Union,40,27,,2,,D2 QF,D2
1981,1981x12x05,Texas St.,Northern Mich.,62,0,,1,,D2 Semi,D2
1981,1981x12x05,North Dakota St.,Shippensburg,18,6,,2,,D2 Semi,D2
1981,1981x12x12,Texas St.,North Dakota St.,42,13,,3,McAllen TX,D2 Champ,D2
1981,1981x11x21,Dayton,Augustana (IL),19,7,,99,,D3 QF,D3
1981,1981x11x21,Lawrence,Minn. Morris,21,14,OT,99,,D3 QF,D3
1981,1981x11x21,Montclair St.,Alfred,13,12,,99,,D3 QF,D3
1981,1981x11x21,Widener,West Georgia,10,3,,99,,D3 QF,D3
1981,1981x11x28,Dayton,Lawrence,38,0,,99,,D3 Semi,D3
1981,1981x11x28,Widener,Montclair St.,23,12,,99,,D3 Semi,D3
1981,1981x12x05,Widener,Dayton,17,10,,3,Phenix City AL,D3 Champ,D3
1981,1981x12x05,Eastern Ky.,Delaware,35,28,,1,,FCS QF,FCS
1981,1981x12x05,Boise St.,Jackson St.,19,7,,2,,FCS QF,FCS
1981,1981x12x05,Idaho St.,Rhode Island,51,0,,1,,FCS QF,FCS
1981,1981x12x05,SC State,Tennessee St.,26,25,OT,1,,FCS QF,FCS
1981,1981x12x12,Eastern Ky.,Boise St.,23,17,,2,,FCS Semi,FCS
1981,1981x12x12,Idaho St.,SC State,41,12,,1,,FCS Semi,FCS
1981,1981x12x19,Idaho St.,Eastern Ky.,34,23,,3,Wichita Falls,FCS Champ,FCS
1982,1982x11x27,Texas St.,Fort Valley St.,27,6,,1,,D2 QF,D2
1982,1982x11x27,Jacksonville St.,Truman,34,21,,1,,D2 QF,D2
1982,1982x11x27,North Dakota St.,Virginia Union,21,20,,1,,D2 QF,D2
1982,1982x11x27,UC Davis,Northern Mich.,42,21,,1,,D2 QF,D2
1982,1982x12x04,Texas St.,Jacksonville St.,19,14,,1,,D2 Semi,D2
1982,1982x12x04,UC Davis,North Dakota St.,19,14,,1,,D2 Semi,D2
1982,1982x12x11,Texas St.,UC Davis,34,9,,3,McAllen TX,D2 Champ,D2
1982,1982x11x20,Augustana (IL),Baldwin-Wallace,28,22,,99,,D3 QF,D3
1982,1982x11x20,St. Lawrence,Wagner,43,34,,99,,D3 QF,D3
1982,1982x11x20,Bishop,Wartburg,32,7,,99,,D3 QF,D3
1982,1982x11x20,West Georgia,Widener,31,24,3OT,99,,D3 QF,D3
1982,1982x11x27,Augustana (IL),St. Lawrence,14,0,,99,,D3 Semi,D3
1982,1982x11x27,West Georgia,Bishop,27,6,,99,,D3 Semi,D3
1982,1982x12x04,West Georgia,Augustana (IL),14,0,,3,Phenix City AL,D3 Champ,D3
1982,1982x11x27,Idaho,Montana,21,7,,1,,FCS R12,FCS
1982,1982x11x27,Eastern Ill.,Jackson St.,16,13,OT,1,,FCS R12,FCS
1982,1982x11x27,SC State,Furman,17,0,,2,,FCS R12,FCS
1982,1982x11x27,Colgate,Boston U.,21,7,,1,,FCS R12,FCS
1982,1982x12x04,Eastern Ky.,Idaho,38,30,,1,,FCS QF,FCS
1982,1982x12x04,Tennessee St.,Eastern Ill.,20,19,,1,,FCS QF,FCS
1982,1982x12x04,Louisiana Tech,SC State,38,3,,1,,FCS QF,FCS
1982,1982x12x04,Delaware,Colgate,20,13,,1,,FCS QF,FCS
1982,1982x12x11,Eastern Ky.,Tennessee St.,13,7,,1,,FCS Semi,FCS
1982,1982x12x11,Delaware,Louisiana Tech,17,0,,2,,FCS Semi,FCS
1982,1982x12x18,Eastern Ky.,Delaware,17,14,,3,Wichita Falls,FCS Champ,FCS
1983,1983x11x26,UC Davis,Butler,25,6,,1,,D2 QF,D2
1983,1983x11x26,North Dakota St.,Towson,24,17,,1,,D2 QF,D2
1983,1983x11x26,North Alabama,Virginia Union,16,14,,1,,D2 QF,D2
1983,1983x11x26,Central St.,Texas St.,24,16,,2,,D2 QF,D2
1983,1983x12x03,North Dakota St.,UC Davis,26,17,,2,,D2 Semi,D2
1983,1983x12x03,Central St.,North Alabama,27,24,,2,,D2 Semi,D2
1983,1983x12x10,North Dakota St.,Central St.,41,21,,3,McAllen TX,D2 Champ,D2
1983,1983x11x19,Union (NY),Hofstra,51,19,,99,,D3 QF,D3
1983,1983x11x19,Salisbury St.,Carnegie Mellon,16,14,,99,,D3 QF,D3
1983,1983x11x19,Augustana (IL),Adrian,22,21,,99,,D3 QF,D3
1983,1983x11x19,UW LaCrosse,Occidental,43,42,,99,,D3 QF,D3
1983,1983x11x26,Union (NY),Salisbury St.,23,21,,99,,D3 Semi,D3
1983,1983x11x26,Augustana (IL),UW LaCrosse,21,15,,99,,D3 Semi,D3
1983,1983x12x01,Augustana (IL),Union (NY),21,17,,3,Kings Mills OH,D3 Champ,D3
1983,1983x11x26,Indiana St.,Eastern Ill.,16,13,2OT,1,,FCS R12,FCS
1983,1983x11x26,Nevada,Idaho St.,27,20,,2,,FCS R12,FCS
1983,1983x11x26,Western Caro.,Colgate,24,23,,1,,FCS R12,FCS
1983,1983x11x26,Boston U.,Eastern Ky.,24,20,,2,,FCS R12,FCS
1983,1983x12x03,Southern Ill.,Indiana St.,23,7,,1,,FCS QF,FCS
1983,1983x12x03,Nevada,North Texas,20,17,OT,1,,FCS QF,FCS
1983,1983x12x03,Western Caro.,Holy Cross,28,21,,2,,FCS QF,FCS
1983,1983x12x03,Furman,Boston U.,35,16,,1,,FCS QF,FCS
1983,1983x12x10,Southern Ill.,Nevada,23,7,,1,,FCS Semi,FCS
1983,1983x12x10,Western Caro.,Furman,14,7,,2,,FCS Semi,FCS
1983,1983x12x17,Southern Ill.,Western Caro.,43,7,,3,Charleston SC,FCS Champ,FCS
1984,1984x11x24,North Dakota St.,UC Davis,31,23,,1,,D2 QF,D2
1984,1984x11x24,Omaha,NW Missouri St.,28,15,,1,,D2 QF,D2
1984,1984x11x24,Troy,Central St.,31,21,,1,,D2 QF,D2
1984,1984x11x24,Towson,Norfolk St.,31,21,,2,,D2 QF,D2
1984,1984x12x01,North Dakota St.,Omaha,25,14,,1,,D2 Semi,D2
1984,1984x12x01,Troy,Towson,45,3,,1,,D2 Semi,D2
1984,1984x12x08,Troy,North Dakota St.,18,17,,3,McAllen TX,D2 Champ,D2
1984,1984x11x24,Union (NY),Plymouth St.,26,14,,99,,D3 QF,D3
1984,1984x11x24,Augustana (IL),Dayton,14,13,,99,,D3 QF,D3
1984,1984x11x24,Wash. & Jeff.,Randolph-Macon,22,21,,99,,D3 QF,D3
1984,1984x11x24,Central (IA),Occidental,23,22,,99,,D3 QF,D3
1984,1984x12x01,Augustana (IL),Union (NY),23,6,,99,,D3 Semi,D3
1984,1984x12x01,Central (IA),Wash. & Jeff.,20,0,,99,,D3 Semi,D3
1984,1984x12x08,Augustana (IL),Central (IA),21,12,,3,Kings Mills OH,D3 Champ,D3
1984,1984x11x24,Louisiana Tech,Miss. Valley,66,19,,1,,FCS R12,FCS
1984,1984x11x24,Middle Tenn.,Eastern Ky.,27,10,,2,,FCS R12,FCS
1984,1984x11x24,Richmond,Boston U.,35,33,,1,,FCS R12,FCS
1984,1984x11x24,Arkansas St.,Chattanooga,37,10,,1,,FCS R12,FCS
1984,1984x12x01,Louisiana Tech,Alcorn St.,44,21,,3,Jackson,FCS QF,FCS
1984,1984x12x01,Middle Tenn.,Indiana St.,42,41,3OT,2,,FCS QF,FCS
1984,1984x12x01,Rhode Island,Richmond,23,17,,1,,FCS QF,FCS
1984,1984x12x01,Montana St.,Arkansas St.,31,14,,1,,FCS QF,FCS
1984,1984x12x08,Louisiana Tech,Middle Tenn.,21,13,,2,,FCS Semi,FCS
1984,1984x12x08,Montana St.,Rhode Island,32,20,,1,,FCS Semi,FCS
1984,1984x12x15,Montana St.,Louisiana Tech,19,6,,3,Charleston SC,FCS Champ,FCS
1985,1985x11x30,North Dakota St.,UC Davis,31,12,,2,,D2 QF,D2
1985,1985x11x30,South Dakota,Central St.,13,10,2OT,1,,D2 QF,D2
1985,1985x11x30,Bloomsburg,Hampton,38,28,,1,,D2 QF,D2
1985,1985x11x30,North Alabama,Fort Valley St.,14,7,,1,,D2 QF,D2
1985,1985x12x07,North Dakota St.,South Dakota,16,7,,2,,D2 Semi,D2
1985,1985x12x07,North Alabama,Bloomsburg,34,0,,1,,D2 Semi,D2
1985,1985x12x14,North Dakota St.,North Alabama,35,7,,3,McAllen TX,D2 Champ,D2
1985,1985x11x23,Ithaca,Union (NY),13,12,,99,,D3 R16,D3
1985,1985x11x23,Montclair St.,Western Conn.,28,0,,99,,D3 R16,D3
1985,1985x11x23,Salisbury St.,Carnegie Mellon,35,22,,99,,D3 R16,D3
1985,1985x11x23,Gettysburg,Lycoming,14,10,,99,,D3 R16,D3
1985,1985x11x23,Augustana (IL),Albion,26,10,,99,,D3 R16,D3
1985,1985x11x23,Mount Union,Denison,35,3,,99,,D3 R16,D3
1985,1985x11x23,Central (IA),Coe,27,7,,99,,D3 R16,D3
1985,1985x11x23,Occidental,St. John's (MN),28,10,,99,,D3 R16,D3
1985,1985x11x30,Ithaca,Montclair St.,50,28,,99,,D3 QF,D3
1985,1985x11x30,Gettysburg,Salisbury St.,22,6,,99,,D3 QF,D3
1985,1985x11x30,Augustana (IL),Mount Union,21,14,,99,,D3 QF,D3
1985,1985x11x30,Central (IA),Occidental,71,0,,99,,D3 QF,D3
1985,1985x12x07,Ithaca,Gettysburg,34,0,,99,,D3 Semi,D3
1985,1985x12x07,Augustana (IL),Central (IA),14,7,,99,,D3 Semi,D3
1985,1985x12x14,Augustana (IL),Ithaca,20,7,,3,Phenix City AL,D3 Champ,D3
1985,1985x11x30,Ga. Southern,Jackson St.,27,0,,1,,FCS R12,FCS
1985,1985x11x30,Eastern Wash.,Idaho,42,38,,2,,FCS R12,FCS
1985,1985x11x30,Rhode Island,Akron,35,27,,1,,FCS R12,FCS
1985,1985x11x30,Arkansas St.,Grambling,10,7,,1,,FCS R12,FCS
1985,1985x12x07,Ga. Southern,Middle Tenn.,28,21,,2,,FCS QF,FCS
1985,1985x12x07,Northern Iowa,Eastern Wash.,17,14,,1,,FCS QF,FCS
1985,1985x12x07,Furman,Rhode Island,59,15,,1,,FCS QF,FCS
1985,1985x12x07,Nevada,Arkansas St.,24,23,,1,,FCS QF,FCS
1985,1985x12x14,Ga. Southern,Northern Iowa,40,33,,2,,FCS Semi,FCS
1985,1985x12x14,Furman,Nevada,35,12,,1,,FCS Semi,FCS
1985,1985x12x21,Ga. Southern,Furman,44,42,,3,Tacoma,FCS Champ,FCS
1986,1986x11x29,North Dakota St.,Ashland,50,0,,1,,D2 QF,D2
1986,1986x11x29,Central St.,Towson,31,0,,1,,D2 QF,D2
1986,1986x11x29,Troy,Virginia Union,31,7,,1,,D2 QF,D2
1986,1986x11x29,South Dakota,UC Davis,26,23,,2,,D2 QF,D2
1986,1986x12x06,North Dakota St.,Central St.,35,12,,1,,D2 Semi,D2
1986,1986x12x06,South Dakota,Troy,42,28,,2,,D2 Semi,D2
1986,1986x12x13,North Dakota St.,South Dakota,27,7,,3,Florence AL,D2 Champ,D2
1986,1986x11x22,Ithaca,Union (NY),24,17,OT,99,,D3 R16,D3
1986,1986x11x22,Montclair St.,Hofstra,24,21,,99,,D3 R16,D3
1986,1986x11x22,Susquehanna,Wash. & Jeff.,28,20,,99,,D3 R16,D3
1986,1986x11x22,Salisbury St.,Emory & Henry,34,20,,99,,D3 R16,D3
1986,1986x11x22,Mount Union,Dayton,42,36,,99,,D3 R16,D3
1986,1986x11x22,Augustana (IL),Hope,34,10,,99,,D3 R16,D3
1986,1986x11x22,Central (IA),Buena Vista,37,0,,99,,D3 R16,D3
1986,1986x11x22,Concordia Moorhead,UW Stevens Point,24,15,,99,,D3 R16,D3
1986,1986x11x29,Ithaca,Montclair St.,29,15,,99,,D3 QF,D3
1986,1986x11x29,Salisbury St.,Susquehanna,31,17,,99,,D3 QF,D3
1986,1986x11x29,Augustana (IL),Mount Union,16,7,,99,,D3 QF,D3
1986,1986x11x29,Concordia Moorhead,Central (IA),17,14,,99,,D3 QF,D3
1986,1986x12x06,Salisbury St.,Ithaca,44,40,,99,,D3 Semi,D3
1986,1986x12x06,Augustana (IL),Concordia Moorhead,41,7,,99,,D3 Semi,D3
1986,1986x12x13,Augustana (IL),Salisbury St.,31,3,,3,Phenix City AL,D3 Champ,D3
1986,1986x11x29,Nevada,Idaho,27,7,,1,,FCS R16,FCS
1986,1986x11x29,Tennessee St.,Jackson St.,32,23,,2,,FCS R16,FCS
1986,1986x11x29,Ga. Southern,NC A&T,52,21,,1,,FCS R16,FCS
1986,1986x11x29,Nicholls,Appalachian St.,28,26,,2,,FCS R16,FCS
1986,1986x11x29,Arkansas St.,Sam Houston,48,7,,1,,FCS R16,FCS
1986,1986x11x29,Delaware,William & Mary,51,17,,2,,FCS R16,FCS
1986,1986x11x29,Eastern Ill.,Murray St.,28,21,,1,,FCS R16,FCS
